,Matchplayed,tpoints,mostpoints,notout,traids,successraidspercent,noofsuperraids,super10,traidpoints,avgraidpointspermatch,supertackle,high5s,totaltacklepoints,avgtackperm,totaltackle,totalstrike,name,team,year,successtackles,successtacklepercent,successfulraid,raidrating,tacklerating
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sanjaysh,bb,2015.0,0.0,0.0,0.0,40,48
730,7.0,16.0,5.0,62.5,40.0,40.0,0.0,0.0,16.0,2.28,0.0,0.0,0.0,0.0,2.0,0.0,vinodk,mumba,2015.0,0.0,0.0,16.0,16,49
594,10.0,13.0,4.0,71.64,67.0,19.4,0.0,0.0,13.0,1.3,0.0,0.0,0.0,0.0,4.0,0.0,shabba,tn,2015.0,0.0,0.0,12.998,30,50
4,11.0,12.0,3.0,69.04,42.0,28.57,0.0,0.0,12.0,1.09,0.0,0.0,0.0,0.0,1.0,0.0,prapanjan,bw,2015.0,0.0,0.0,11.999400000000001,25,51
794,5.0,10.0,7.0,57.14,35.0,28.57,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,shrinkant,UP,2015.0,0.0,0.0,9.999500000000001,24,52
520,5.0,6.0,3.0,80.0,25.0,24.0,0.0,0.0,6.0,1.2,0.0,0.0,0.0,0.0,2.0,0.0,pawankumar,pune,2015.0,0.0,0.0,6.0,27,53
698,5.0,12.0,7.0,75.0,4.0,25.0,0.0,0.0,1.0,0.2,2.0,1.0,11.0,1.8,13.0,84.61,fazel,mumba,2014.0,9.0,69.23076923076923,1.0,24,1
299,15.0,61.0,9.0,95.23,42.0,45.23,0.0,0.0,19.0,1.26,1.0,2.0,42.0,2.73,68.0,61.76,dharmarajc,hs,2014.0,41.0,60.29411764705882,18.996599999999997,9,2
203,14.0,64.0,9.0,82.35,17.0,23.52,0.0,0.0,4.0,0.28,7.0,5.0,60.0,3.78,96.0,62.5,ravinderpahal,dabang,2014.0,53.0,55.208333333333336,3.9983999999999997,26,3
618,14.0,42.0,5.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,42.0,2.78,72.0,58.33,mohitchi,tn,2014.0,39.0,54.166666666666664,0.0,38,4
342,13.0,37.0,8.0,86.36,22.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,37.0,2.53,61.0,60.65,ravihas,hs,2014.0,33.0,54.09836065573771,0.0,40,5
784,13.0,58.0,8.0,67.5,120.0,36.66,0.0,0.0,44.0,3.38,0.0,0.0,14.0,1.07,26.0,53.84,rishank,UP,2014.0,14.0,53.84615384615385,43.992,17,6
54,13.0,39.0,9.0,100.0,1.0,100.0,0.0,0.0,1.0,0.07,7.0,3.0,38.0,2.38,58.0,65.51,jeevak,bw,2014.0,31.0,53.44827586206896,1.0,1,7
376,15.0,96.0,14.0,82.35,153.0,39.21,1.0,1.0,60.0,4.0,4.0,3.0,36.0,2.13,61.0,59.01,deepakhooda,jaipur,2014.0,32.0,52.459016393442624,59.9913,12,8
167,14.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.14,58.0,51.72,joginder,dabang,2014.0,30.0,51.724137931034484,0.0,35,9
642,14.0,44.0,9.0,85.71,35.0,37.14,0.0,0.0,13.0,0.92,4.0,1.0,31.0,1.92,53.0,58.49,ransingh,tn,2014.0,27.0,50.943396226415096,12.999,15,10
806,2.0,8.0,6.0,62.5,16.0,31.25,0.0,0.0,5.0,2.5,0.0,0.0,3.0,1.5,6.0,50.0,surendersin,UP,2014.0,3.0,50.0,5.0,22,11
630,16.0,107.0,11.0,85.25,217.0,30.87,0.0,0.0,67.0,4.18,1.0,3.0,40.0,2.43,78.0,51.28,manjeetchhil,tn,2014.0,39.0,50.0,66.9879,23,12
175,1.0,1.0,1.0,62.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,50.0,chandranranjit,dabang,2014.0,1.0,50.0,0.0,44,13
191,14.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,1.85,53.0,49.05,vishalmane,dabang,2014.0,26.0,49.056603773584904,0.0,39,14
410,12.0,26.0,5.0,85.71,35.0,14.28,0.0,0.0,5.0,0.41,1.0,0.0,21.0,1.66,41.0,51.21,amitjaipur,jaipur,2014.0,20.0,48.78048780487805,4.997999999999999,29,15
760,16.0,83.0,11.0,81.5,146.0,31.5,1.0,0.0,46.0,2.87,3.0,2.0,37.0,2.12,71.0,52.11,sandeepmumba,mumba,2014.0,34.0,47.88732394366197,45.99,21,16
482,4.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.5,13.0,53.84,oshtorakpat,patna,2014.0,6.0,46.15384615384615,0.0,43,17
672,8.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.25,23.0,47.82,carun,telugu,2014.0,10.0,43.47826086956522,0.0,30,18
552,13.0,27.0,5.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,2.0,66.0,40.9,grishmaru,pune,2014.0,26.0,39.39393939393939,0.0,41,19
229,15.0,38.0,11.0,62.79,43.0,67.44,3.0,1.0,29.0,1.93,0.0,0.0,9.0,0.6,23.0,39.13,merajdd,dabang,2014.0,9.0,39.130434782608695,28.999200000000002,2,20
740,12.0,18.0,3.0,50.0,2.0,50.0,0.0,0.0,1.0,0.08,2.0,0.0,17.0,1.25,42.0,40.47,rajaguru,mumba,2014.0,15.0,35.714285714285715,1.0,6,21
314,15.0,58.0,10.0,82.07,106.0,50.94,1.0,1.0,54.0,3.6,1.0,0.0,4.0,0.2,10.0,40.0,prashanth,hs,2014.0,3.0,30.0,53.996399999999994,5,22
390,16.0,61.0,10.0,70.74,147.0,38.77,1.0,0.0,57.0,3.56,0.0,0.0,4.0,0.25,14.0,28.57,deepaknar,jaipur,2014.0,4.0,28.57142857142857,56.99190000000001,13,23
584,14.0,107.0,14.0,83.06,183.0,53.55,6.0,5.0,98.0,7.0,0.0,0.0,9.0,0.64,34.0,26.47,rahulchau,tn,2014.0,9.0,26.47058823529412,97.9965,4,24
352,8.0,9.0,5.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,0.75,24.0,37.5,vikaskale,hs,2014.0,6.0,25.0,0.0,42,25
255,16.0,49.0,11.0,76.11,134.0,32.83,1.0,1.0,44.0,2.75,0.0,0.0,5.0,0.31,22.0,22.72,gurvinder,gf,2014.0,5.0,22.727272727272727,43.9922,20,26
145,5.0,5.0,4.0,90.0,10.0,20.0,0.0,0.0,2.0,0.4,1.0,0.0,3.0,0.4,10.0,30.0,ashishkumar,bb,2014.0,2.0,20.0,2.0,27,27
596,10.0,47.0,10.0,79.83,124.0,37.09,2.0,1.0,46.0,4.6,0.0,0.0,1.0,0.1,6.0,16.66,shabba,tn,2014.0,1.0,16.666666666666664,45.991600000000005,16,28
606,8.0,10.0,4.0,71.42,56.0,14.28,0.0,0.0,8.0,1.0,0.0,0.0,2.0,0.25,12.0,16.66,vineetsh,tn,2014.0,2.0,16.666666666666664,7.9967999999999995,28,29
570,13.0,80.0,12.0,71.05,190.0,41.57,6.0,2.0,79.0,6.07,0.0,0.0,1.0,0.07,6.0,16.66,ajaytak,tn,2014.0,1.0,16.666666666666664,78.983,11,30
40,13.0,64.0,9.0,83.45,133.0,46.61,5.0,0.0,62.0,4.76,0.0,0.0,2.0,0.15,13.0,15.38,sukeshh,bw,2014.0,2.0,15.384615384615385,61.9913,8,31
452,14.0,50.0,12.0,72.85,140.0,34.28,3.0,1.0,48.0,3.42,0.0,0.0,2.0,0.14,15.0,13.33,jangpat,patna,2014.0,2.0,13.333333333333334,47.992,18,32
662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,suraj,telugu,2014.0,0.0,0.0,0.0,37,33
6,4.0,2.0,1.0,16.66,6.0,33.33,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,prapanjan,bw,2014.0,0.0,0.0,1.9997999999999998,19,34
326,10.0,14.0,5.0,79.16,24.0,58.33,1.0,0.0,14.0,1.4,0.0,0.0,0.0,0.0,2.0,0.0,selvamani,hs,2014.0,0.0,0.0,13.9992,3,35
722,5.0,12.0,7.0,76.0,25.0,48.0,0.0,0.0,12.0,2.4,0.0,0.0,0.0,0.0,4.0,0.0,baliyan,mumba,2014.0,0.0,0.0,12.0,7,36
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maninder,bw,2014.0,0.0,0.0,0.0,36,37
442,6.0,9.0,4.0,68.42,38.0,23.68,1.0,0.0,9.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,pardeepnar,patna,2014.0,0.0,0.0,8.9984,25,38
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sanjaysh,bb,2014.0,0.0,0.0,0.0,33,39
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rajulal,bb,2014.0,0.0,0.0,0.0,32,40
796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shrinkant,UP,2014.0,0.0,0.0,0.0,31,41
24,11.0,21.0,5.0,77.08,48.0,43.75,2.0,0.0,21.0,1.9,0.0,0.0,0.0,0.0,6.0,0.0,rakeshn,bw,2014.0,0.0,0.0,21.0,10,42
522,10.0,16.0,7.0,61.9,42.0,38.09,1.0,0.0,16.0,1.6,0.0,0.0,0.0,0.0,1.0,0.0,pawankumar,pune,2014.0,0.0,0.0,15.997800000000002,14,43
732,2.0,0.0,0.0,33.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vinodk,mumba,2014.0,0.0,0.0,0.0,34,44
632,16.0,122.0,14.0,71.75,177.0,40.11,2.0,2.0,71.0,4.43,0.0,3.0,51.0,3.18,84.0,60.71,manjeetchhil,tn,2013.0,51.0,60.71428571428571,70.99470000000001,15,1
644,10.0,36.0,8.0,68.75,16.0,68.75,1.0,0.0,11.0,1.1,2.0,1.0,25.0,2.3,41.0,60.97,ransingh,tn,2013.0,23.0,56.09756097560976,11.0,3,2
56,9.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.77,31.0,51.61,jeevak,bw,2013.0,16.0,51.61290322580645,0.0,26,3
762,16.0,119.0,14.0,80.45,174.0,52.87,8.0,1.0,92.0,5.75,6.0,2.0,27.0,1.31,41.0,65.85,sandeepmumba,mumba,2013.0,21.0,51.21951219512195,91.9938,10,4
301,16.0,52.0,7.0,93.54,31.0,41.93,0.0,0.0,13.0,0.81,5.0,2.0,39.0,2.12,69.0,56.52,dharmarajc,hs,2013.0,34.0,49.275362318840585,12.998299999999999,14,5
205,9.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,3.22,64.0,45.31,ravinderpahal,dabang,2013.0,29.0,45.3125,0.0,20,6
8,4.0,7.0,3.0,71.42,14.0,35.71,0.0,0.0,5.0,1.25,0.0,0.0,2.0,0.5,5.0,40.0,prapanjan,bw,2013.0,2.0,40.0,4.9994,17,7
786,16.0,77.0,9.0,65.57,122.0,52.45,2.0,0.0,64.0,4.0,0.0,0.0,13.0,0.81,34.0,38.23,rishank,UP,2013.0,13.0,38.23529411764706,63.989000000000004,11,8
620,16.0,36.0,8.0,100.0,1.0,100.0,0.0,0.0,1.0,0.06,5.0,2.0,35.0,1.87,89.0,39.32,mohitchi,tn,2013.0,30.0,33.70786516853933,1.0,1,9
742,14.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,1.28,55.0,34.54,rajaguru,mumba,2013.0,18.0,32.72727272727273,0.0,25,10
16,16.0,137.0,13.0,76.0,175.0,74.28,3.0,5.0,130.0,8.12,1.0,0.0,7.0,0.37,19.0,36.84,maninder,bw,2013.0,6.0,31.57894736842105,129.99,2,11
554,12.0,25.0,6.0,83.33,6.0,33.33,0.0,0.0,2.0,0.16,1.0,1.0,23.0,1.83,70.0,32.85,grishmaru,pune,2013.0,22.0,31.428571428571427,1.9997999999999998,18,12
193,16.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,1.18,65.0,30.76,vishalmane,dabang,2013.0,19.0,29.230769230769234,0.0,21,13
586,14.0,161.0,23.0,82.15,241.0,62.65,2.0,8.0,151.0,10.78,1.0,0.0,10.0,0.64,31.0,32.25,rahulchau,tn,2013.0,9.0,29.03225806451613,150.9865,5,14
572,15.0,127.0,16.0,74.56,228.0,53.5,2.0,5.0,122.0,8.13,0.0,0.0,5.0,0.33,18.0,27.77,ajaytak,tn,2013.0,5.0,27.77777777777778,121.98,9,15
257,7.0,13.0,5.0,61.11,18.0,50.0,0.0,0.0,9.0,1.28,1.0,0.0,4.0,0.42,13.0,30.76,gurvinder,gf,2013.0,3.0,23.076923076923077,9.0,12,16
42,14.0,83.0,9.0,81.53,130.0,60.76,3.0,0.0,79.0,5.64,0.0,0.0,4.0,0.28,21.0,19.04,sukeshh,bw,2013.0,4.0,19.047619047619047,78.988,6,17
113,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,12.0,16.66,rajulal,bb,2013.0,2.0,16.666666666666664,0.0,23,18
454,11.0,57.0,15.0,71.08,83.0,66.26,5.0,2.0,55.0,5.0,0.0,0.0,2.0,0.18,14.0,14.28,jangpat,patna,2013.0,2.0,14.285714285714285,54.99580000000001,4,19
524,10.0,44.0,14.0,72.41,87.0,49.42,0.0,1.0,43.0,4.3,0.0,0.0,1.0,0.1,7.0,14.28,pawankumar,pune,2013.0,1.0,14.285714285714285,42.9954,13,20
378,14.0,89.0,18.0,78.37,148.0,58.78,3.0,3.0,87.0,6.21,0.0,0.0,2.0,0.14,22.0,9.09,deepakhooda,jaipur,2013.0,2.0,9.090909090909092,86.9944,7,21
598,10.0,67.0,15.0,89.91,119.0,55.46,2.0,3.0,66.0,6.6,0.0,0.0,1.0,0.1,13.0,7.69,shabba,tn,2013.0,1.0,7.6923076923076925,65.9974,8,22
177,6.0,6.0,4.0,60.0,20.0,30.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,chandranranjit,dabang,2013.0,0.0,0.0,6.0,19,23
157,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sanjaysh,bb,2013.0,0.0,0.0,0.0,22,24
734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vinodk,mumba,2013.0,0.0,0.0,0.0,24,25
316,7.0,5.0,2.0,76.92,13.0,38.46,0.0,0.0,5.0,0.71,0.0,0.0,0.0,0.0,8.0,0.0,prashanth,hs,2013.0,0.0,0.0,4.9998000000000005,16,26
